Unnamed: 0,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat,stalk_height,cap_diameter,class
585,convex,fibrous,buff,yes,foul,attached,close,narrow,yellow,tapering,rooted,fibrous,scaly,white,cinnamon,partial,white,one,cobwebby,buff,several,meadows,14.74011254,19.59556386,poisonous
1027,flat,grooves,pink,yes,creosote,free,close,broad,yellow,enlarging,bulbous,smooth,fibrous,buff,red,partial,brown,one,pendant,black,scattered,woods,13.6757961,8.893702226,edible
9,conical,smooth,yellow,yes,anise,notched,crowded,narrow,brown,tapering,missing,fibrous,silky,brown,red,partial,white,two,none,orange,abundant,meadows,5.977881041,5.110797484,poisonous
1072,flat,grooves,buff,no,none,free,close,broad,purple,enlarging,club,fibrous,scaly,orange,buff,universal,yellow,none,pendant,chocolate,several,woods,10.34430643,9.395295854,poisonous
654,sunken,fibrous,purple,yes,almond,notched,crowded,narrow,gray,tapering,bulbous,silky,smooth,yellow,red,partial,white,none,flaring,green,clustered,urban,2.187517488,14.51381573,poisonous
1036,conical,smooth,buff,no,foul,notched,distant,broad,purple,enlarging,equal,fibrous,scaly,pink,yellow,partial,yellow,two,large,chocolate,clustered,waste,6.257744903,20.53508781,poisonous
1089,flat,scaly,purple,yes,almond,notched,crowded,narrow,chocolate,enlarging,rooted,fibrous,fibrous,brown,buff,universal,yellow,one,cobwebby,brown,several,woods,4.114954907,10.59747485,poisonous
175,flat,grooves,white,yes,pungent,free,crowded,narrow,buff,tapering,cup,silky,smooth,white,yellow,universal,white,one,flaring,chocolate,clustered,woods,10.76948353,20.27051854,poisonous
462,convex,scaly,yellow,no,creosote,notched,distant,narrow,yellow,tapering,bulbous,fibrous,fibrous,white,buff,partial,brown,one,none,chocolate,abundant,woods,9.605079032,19.73829331,poisonous
793,convex,grooves,red,yes,spicy,free,close,narrow,brown,tapering,rooted,smooth,smooth,buff,buff,partial,white,one,large,orange,abundant,meadows,8.902742603,10.07484653,poisonous
294,convex,smooth,green,yes,none,notched,distant,broad,green,tapering,bulbous,scaly,fibrous,brown,buff,universal,yellow,one,sheathing,chocolate,solitary,urban,10.79836444,3.963481635,poisonous
491,bell,grooves,yellow,no,spicy,attached,distant,broad,orange,tapering,club,scaly,fibrous,orange,orange,universal,orange,one,zone,chocolate,scattered,grasses,3.711205197,4.630025494,poisonous
574,convex,scaly,yellow,no,creosote,descending,close,broad,yellow,enlarging,club,scaly,scaly,buff,brown,universal,white,two,evanescent,yellow,several,urban,9.935270213,4.637816278,edible
883,sunken,smooth,brown,no,none,attached,crowded,broad,gray,enlarging,bulbous,silky,scaly,buff,orange,partial,yellow,none,none,brown,numerous,waste,14.64032559,19.98964161,poisonous
1027,flat,grooves,pink,yes,creosote,free,close,broad,yellow,enlarging,bulbous,smooth,fibrous,buff,red,partial,brown,one,pendant,black,scattered,woods,13.6757961,8.893702226,edible
147,bell,smooth,brown,yes,almond,attached,crowded,broad,white,tapering,cup,silky,smooth,brown,yellow,universal,orange,one,cobwebby,black,scattered,woods,2.383391566,16.32667851,poisonous
635,flat,smooth,purple,no,foul,free,crowded,broad,yellow,enlarging,bulbous,smooth,silky,pink,buff,universal,orange,one,none,buff,abundant,woods,8.179587539,5.377271792,poisonous
739,bell,fibrous,purple,no,foul,free,crowded,broad,orange,tapering,equal,fibrous,smooth,white,cinnamon,universal,brown,none,flaring,purple,several,urban,6.681655148,17.58356701,poisonous
641,bell,grooves,green,no,none,notched,close,narrow,yellow,enlarging,rhizomorphs,smooth,scaly,orange,yellow,partial,brown,none,zone,black,clustered,leaves,6.617364257,1.124324138,poisonous
208,flat,smooth,gray,no,musty,attached,close,narrow,pink,tapering,rooted,silky,smooth,red,pink,partial,white,one,evanescent,purple,clustered,meadows,3.127027336,17.42651996,poisonous
1174,flat,smooth,red,no,none,free,close,broad,red,tapering,club,silky,fibrous,gray,cinnamon,partial,white,none,pendant,yellow,scattered,waste,5.91340183,3.218104219,poisonous
491,bell,grooves,yellow,no,spicy,attached,distant,broad,orange,tapering,club,scaly,fibrous,orange,orange,universal,orange,one,zone,chocolate,scattered,grasses,3.711205197,4.630025494,poisonous
1131,convex,fibrous,yellow,no,fishy,free,close,narrow,red,tapering,missing,scaly,scaly,gray,yellow,universal,white,one,large,green,several,grasses,5.491211589,13.84053209,poisonous
102,bell,scaly,white,no,foul,notched,crowded,broad,gray,tapering,rooted,smooth,silky,white,gray,partial,white,none,pendant,green,abundant,grasses,14.16475586,9.676017013,poisonous
739,bell,fibrous,purple,no,foul,free,crowded,broad,orange,tapering,equal,fibrous,smooth,white,cinnamon,universal,brown,none,flaring,purple,several,urban,6.681655148,17.58356701,poisonous
893,convex,fibrous,brown,no,creosote,attached,crowded,narrow,buff,tapering,club,silky,scaly,brown,brown,universal,brown,none,flaring,brown,solitary,grasses,2.316606797,5.801929022,poisonous
883,sunken,smooth,brown,no,none,attached,crowded,broad,gray,enlarging,bulbous,silky,scaly,buff,orange,partial,yellow,none,none,brown,numerous,waste,14.64032559,19.98964161,poisonous
239,bell,scaly,red,no,spicy,free,crowded,narrow,pink,tapering,bulbous,silky,silky,gray,orange,partial,brown,two,pendant,yellow,several,paths,13.30487731,7.960960707,poisonous
518,conical,fibrous,yellow,yes,anise,attached,close,broad,pink,enlarging,rhizomorphs,scaly,scaly,cinnamon,yellow,partial,yellow,none,none,orange,several,urban,7.069809634,22.50459633,edible
598,bell,scaly,red,yes,fishy,free,crowded,narrow,yellow,enlarging,bulbous,scaly,scaly,red,orange,partial,brown,two,pendant,purple,scattered,leaves,6.205787177,11.70062598,edible
28,flat,smooth,buff,yes,musty,notched,distant,narrow,purple,tapering,cup,smooth,fibrous,gray,white,partial,yellow,two,pendant,white,numerous,urban,7.49923486,9.802735031,edible
79,convex,grooves,pink,yes,musty,free,distant,broad,gray,enlarging,rooted,fibrous,scaly,buff,red,universal,white,one,sheathing,black,scattered,woods,8.874818243,3.852924124,poisonous
54,flat,scaly,red,yes,fishy,descending,crowded,broad,pink,enlarging,rhizomorphs,silky,scaly,white,white,universal,white,none,zone,white,abundant,woods,12.06178124,16.62834695,edible
1229,sunken,smooth,gray,no,spicy,notched,distant,broad,pink,tapering,missing,scaly,scaly,yellow,red,partial,brown,two,evanescent,purple,several,meadows,3.292079454,1.757408204,edible
812,bell,fibrous,brown,yes,anise,notched,crowded,broad,yellow,tapering,missing,scaly,silky,red,gray,universal,orange,none,pendant,white,clustered,leaves,9.884567895,19.44618506,edible
1125,sunken,grooves,yellow,no,creosote,notched,crowded,broad,orange,enlarging,missing,silky,fibrous,cinnamon,yellow,partial,orange,two,flaring,purple,abundant,urban,9.091393417,10.8500965,poisonous
506,conical,grooves,buff,yes,anise,descending,distant,narrow,gray,tapering,rooted,silky,silky,buff,white,universal,white,two,pendant,brown,solitary,urban,13.13165389,22.83132321,poisonous
292,bell,scaly,yellow,yes,fishy,attached,crowded,narrow,yellow,tapering,cup,scaly,scaly,gray,cinnamon,partial,brown,none,cobwebby,green,numerous,meadows,8.432141202,22.00925951,poisonous
405,convex,smooth,pink,no,creosote,attached,distant,broad,orange,tapering,cup,smooth,silky,red,yellow,partial,white,none,cobwebby,purple,solitary,grasses,11.99546561,10.00850049,poisonous
168,conical,scaly,gray,no,none,free,close,narrow,purple,enlarging,rhizomorphs,scaly,silky,buff,yellow,partial,white,two,evanescent,black,several,grasses,8.864380363,8.930259108,edible
644,sunken,scaly,yellow,no,foul,notched,close,broad,green,enlarging,bulbous,silky,smooth,orange,brown,partial,yellow,none,large,brown,numerous,grasses,4.392379941,2.270476038,edible
14,sunken,grooves,purple,no,almond,free,distant,broad,red,tapering,rhizomorphs,smooth,fibrous,yellow,pink,universal,yellow,two,evanescent,brown,clustered,grasses,5.082635868,6.235131651,poisonous
1140,flat,fibrous,red,yes,foul,attached,distant,broad,gray,enlarging,rooted,fibrous,scaly,pink,cinnamon,universal,white,none,flaring,green,several,woods,7.940298609,17.90980516,poisonous
3,flat,scaly,gray,yes,anise,descending,crowded,broad,yellow,tapering,cup,silky,smooth,cinnamon,brown,partial,yellow,none,cobwebby,purple,clustered,leaves,8.680608417,7.168680086,poisonous
928,sunken,fibrous,purple,no,none,descending,crowded,broad,black,enlarging,club,fibrous,scaly,brown,pink,universal,brown,two,zone,white,abundant,woods,11.29489556,17.60205455,poisonous
424,bell,grooves,red,yes,anise,free,close,broad,red,enlarging,club,scaly,scaly,red,red,universal,orange,one,pendant,white,clustered,woods,14.28499958,11.99321168,edible
40,sunken,scaly,white,yes,fishy,free,crowded,narrow,black,tapering,club,smooth,scaly,yellow,cinnamon,partial,orange,one,flaring,orange,several,grasses,6.18267392,16.23463557,edible
632,flat,smooth,yellow,no,almond,notched,close,broad,buff,tapering,cup,smooth,fibrous,yellow,white,universal,yellow,one,pendant,white,several,woods,9.274446608,5.04749188,poisonous
890,conical,grooves,purple,no,musty,attached,close,narrow,purple,enlarging,bulbous,smooth,scaly,gray,pink,universal,white,one,none,buff,scattered,leaves,9.21988047,8.95270116,poisonous
505,sunken,fibrous,pink,yes,spicy,attached,crowded,narrow,chocolate,tapering,rhizomorphs,silky,scaly,orange,white,universal,white,one,flaring,green,clustered,leaves,12.34391129,24.08517969,poisonous
712,convex,smooth,purple,no,foul,free,close,broad,red,enlarging,club,fibrous,silky,buff,yellow,partial,white,two,none,white,clustered,woods,5.699125349,4.875185818,poisonous
669,flat,grooves,white,no,anise,notched,distant,narrow,orange,tapering,cup,fibrous,smooth,white,pink,partial,white,two,evanescent,white,numerous,meadows,14.19418029,19.21616376,poisonous
680,flat,fibrous,buff,yes,pungent,descending,close,narrow,orange,enlarging,rooted,smooth,silky,gray,buff,universal,brown,one,pendant,buff,solitary,waste,7.512432542,8.598136272,poisonous
29,bell,scaly,pink,yes,pungent,attached,crowded,broad,buff,tapering,rooted,fibrous,silky,buff,buff,universal,yellow,one,evanescent,green,abundant,grasses,14.2951239,13.598769,poisonous
5,convex,smooth,pink,no,almond,descending,distant,narrow,gray,enlarging,missing,smooth,smooth,yellow,orange,partial,yellow,none,sheathing,green,several,grasses,14.35860421,5.336598277,edible
643,bell,smooth,pink,yes,fishy,notched,distant,broad,chocolate,tapering,rhizomorphs,fibrous,silky,brown,red,universal,orange,none,cobwebby,buff,several,waste,4.559658189,22.8854375,poisonous
307,convex,grooves,brown,no,spicy,free,distant,narrow,chocolate,enlarging,cup,smooth,fibrous,yellow,orange,partial,yellow,two,cobwebby,green,solitary,paths,10.70592251,8.908448533,edible
1275,sunken,scaly,yellow,no,pungent,descending,distant,narrow,orange,enlarging,rooted,fibrous,fibrous,red,red,partial,white,none,zone,white,numerous,leaves,4.746453008,10.76993476,poisonous
1182,convex,smooth,gray,no,fishy,notched,crowded,narrow,black,enlarging,missing,scaly,scaly,gray,buff,universal,brown,two,evanescent,brown,several,woods,2.969487291,1.386361104,poisonous
492,convex,scaly,purple,yes,spicy,attached,crowded,broad,gray,enlarging,club,fibrous,scaly,red,white,universal,white,two,evanescent,green,scattered,waste,8.627447873,12.83087488,poisonous
1127,flat,smooth,pink,no,spicy,attached,distant,narrow,white,tapering,bulbous,smooth,scaly,red,white,partial,white,none,sheathing,green,numerous,leaves,7.532952365,18.37328594,poisonous
961,bell,smooth,buff,no,spicy,notched,crowded,narrow,green,tapering,club,smooth,silky,brown,white,partial,yellow,none,flaring,brown,solitary,meadows,11.75123024,2.180554552,poisonous
855,sunken,scaly,gray,yes,spicy,notched,close,narrow,orange,enlarging,equal,fibrous,silky,cinnamon,buff,universal,orange,none,cobwebby,green,several,meadows,9.297581513,5.776330914,edible
1154,bell,grooves,gray,yes,musty,notched,crowded,broad,chocolate,tapering,bulbous,fibrous,scaly,white,white,universal,brown,two,sheathing,buff,clustered,leaves,3.846000185,22.78812616,poisonous
1166,sunken,fibrous,red,yes,foul,free,close,narrow,gray,enlarging,equal,smooth,scaly,pink,red,universal,white,two,cobwebby,yellow,clustered,woods,13.20693937,9.887640884,poisonous
169,flat,fibrous,green,no,fishy,free,close,narrow,chocolate,enlarging,equal,scaly,smooth,brown,yellow,partial,yellow,two,flaring,brown,numerous,urban,8.605220626,12.5677428,poisonous
1154,bell,grooves,gray,yes,musty,notched,crowded,broad,chocolate,tapering,bulbous,fibrous,scaly,white,white,universal,brown,two,sheathing,buff,clustered,leaves,3.846000185,22.78812616,poisonous
1265,conical,scaly,purple,no,anise,attached,crowded,narrow,purple,enlarging,club,fibrous,silky,gray,pink,partial,brown,one,zone,black,abundant,paths,4.594112812,21.74999171,edible
46,conical,smooth,green,yes,pungent,free,crowded,broad,black,tapering,missing,smooth,smooth,brown,pink,partial,white,none,sheathing,buff,numerous,paths,14.60449348,16.41335047,edible
772,conical,smooth,red,yes,anise,notched,close,broad,brown,enlarging,bulbous,silky,fibrous,cinnamon,orange,partial,yellow,one,pendant,buff,numerous,meadows,3.002013305,3.129806464,poisonous
552,convex,smooth,green,no,musty,descending,close,narrow,black,tapering,bulbous,smooth,smooth,brown,pink,partial,white,two,zone,green,several,meadows,14.79148759,12.3275941,poisonous
138,flat,smooth,yellow,no,anise,descending,distant,narrow,black,enlarging,bulbous,silky,smooth,brown,pink,universal,orange,two,large,purple,several,meadows,2.430328114,18.03550601,poisonous
84,convex,smooth,yellow,yes,almond,notched,crowded,broad,orange,enlarging,club,fibrous,silky,white,red,universal,white,none,none,purple,several,leaves,13.37790685,4.774864729,poisonous
554,convex,smooth,buff,no,foul,notched,distant,broad,purple,enlarging,bulbous,smooth,smooth,brown,orange,partial,white,two,cobwebby,chocolate,abundant,leaves,13.02014459,24.20131928,edible
708,bell,scaly,gray,yes,fishy,free,crowded,broad,buff,enlarging,club,scaly,fibrous,cinnamon,orange,universal,yellow,two,cobwebby,purple,numerous,paths,8.740527207,9.46692905,poisonous
390,flat,scaly,gray,no,fishy,notched,crowded,broad,pink,tapering,rhizomorphs,silky,scaly,brown,gray,universal,white,none,sheathing,buff,abundant,leaves,6.213761714,5.587212813,poisonous
227,flat,fibrous,green,no,almond,descending,close,broad,buff,enlarging,rooted,smooth,scaly,gray,buff,universal,yellow,two,large,black,numerous,leaves,10.66026311,22.88756218,poisonous
72,bell,fibrous,gray,no,none,notched,crowded,broad,green,tapering,bulbous,scaly,fibrous,cinnamon,pink,universal,white,one,none,brown,clustered,urban,11.46701459,8.771526506,poisonous
705,convex,scaly,green,yes,spicy,descending,distant,broad,gray,tapering,missing,smooth,smooth,yellow,brown,partial,yellow,one,none,green,numerous,urban,12.59042632,3.37326088,edible
771,flat,fibrous,white,yes,spicy,free,crowded,broad,purple,tapering,missing,scaly,silky,white,yellow,partial,brown,one,sheathing,green,solitary,waste,12.55968049,17.67990093,poisonous
429,flat,smooth,red,no,pungent,free,close,narrow,purple,enlarging,equal,smooth,fibrous,orange,orange,universal,orange,one,pendant,chocolate,scattered,leaves,8.217459825,11.67510429,poisonous
190,sunken,scaly,gray,no,anise,attached,close,narrow,black,enlarging,bulbous,fibrous,scaly,pink,red,universal,brown,none,large,buff,abundant,urban,14.03857627,7.674837704,edible
658,bell,scaly,yellow,no,none,notched,crowded,broad,chocolate,tapering,bulbous,smooth,scaly,buff,gray,universal,orange,none,pendant,brown,clustered,leaves,9.480600611,11.04756613,edible
1187,bell,smooth,gray,yes,none,descending,close,broad,yellow,tapering,equal,scaly,silky,yellow,brown,universal,orange,two,cobwebby,chocolate,scattered,leaves,10.85581583,2.155534622,edible
377,conical,fibrous,white,no,fishy,notched,close,broad,yellow,tapering,missing,scaly,smooth,orange,pink,universal,orange,one,sheathing,green,several,leaves,5.336868342,3.060439931,poisonous
699,conical,fibrous,pink,no,creosote,attached,close,broad,orange,tapering,bulbous,scaly,smooth,orange,gray,partial,white,one,cobwebby,orange,several,urban,10.4250167,5.365537598,poisonous
0,bell,scaly,pink,yes,anise,free,close,broad,red,tapering,rhizomorphs,fibrous,silky,white,red,partial,brown,two,pendant,black,several,leaves,12.34947591,20.52011975,poisonous
100,convex,smooth,purple,yes,spicy,free,crowded,narrow,black,tapering,cup,smooth,silky,white,white,universal,white,one,large,chocolate,numerous,urban,6.241549196,4.076507378,poisonous
765,sunken,scaly,buff,yes,fishy,free,distant,broad,green,tapering,rooted,fibrous,smooth,white,yellow,universal,white,none,large,chocolate,clustered,waste,4.767621302,23.113572,poisonous
820,flat,smooth,yellow,yes,musty,free,crowded,narrow,orange,enlarging,missing,fibrous,scaly,gray,white,universal,white,none,none,yellow,clustered,urban,14.03753182,12.54524502,poisonous
582,convex,fibrous,buff,no,fishy,attached,crowded,narrow,pink,tapering,rhizomorphs,fibrous,scaly,buff,orange,universal,orange,one,zone,orange,clustered,leaves,12.45043433,7.509931885,poisonous
